id,code,text,if_code,Non-FQN,FQN,label
83,"11/15/2013 08:00:00
11/15/2013
DateTimeFormatter
DateTimeFormatter
DateTimeFormatter
DateTimeFormat.forPattern(String)
String dateTime = ""11/15/2013 08:00:00"";
// Format for input
DateTimeFormatter dtf = DateTimeFormat.forPattern(""MM/dd/yyyy HH:mm:ss"");
// Parsing the date
DateTime jodatime = dtf.parseDateTime(dateTime);
// Format for output
DateTimeFormatter dtfOut = DateTimeFormat.forPattern(""MM/dd/yyyy"");
// Printing the date
System.out.println(dtfOut.print(jodatime));
// Format for input
SimpleDateFormat dateParser = new SimpleDateFormat(""MM/dd/yyyy HH:mm:ss"");
// Parsing the date
Date date = dateParser.parse(dateTime);
// Format for output
SimpleDateFormat dateFormatter = new SimpleDateFormat(""MM/dd/yyyy"");
// Printing the date
System.out.println(dateFormatter.format(date));","How to format Joda-Time DateTime to only mm/dd/yyyy? I have a string """", I want to format it to """", what is the correct pattern? I've tried many and googled and still unable to find the correct pattern. edit: I am looking for Joda-Time , not Java's SimpleDateFormat.. Create a using Using Joda time you would do it like this: Also, if you wanted to use standard Java, you would do it like this:",1,DateTimeFormat,DateTimeFormat,1
84,"tenAppDTO.getTAP_PROPOSED_START_DATE()=2009-11-01 
tenAppDTO.getTAP_PROPOSED_END_DATE()=2013-11-29 
ReadableInstant r=new DateTime(tenAppDTO.getTAP_PROPOSED_START_DATE());
ReadableInstant r1=new DateTime(tenAppDTO.getTAP_PROPOSED_END_DATE());
Period period = new Period(r, r1); 
period.normalizedStandard(PeriodType.yearMonthDay());
years = period.getYears();
month=period.getMonths();
day=period.getDays(); 
out.println(""year is-:""+years+""month is -:""+ month+""days is -:""+ day);
Period.of
java.time.Period
public Period getPeriodForMonthsAndDays(int monthsCount, int daysCount) {
return Period.of(0, monthsCount, daysCount);
}","Joda Period in year month day i am using following code to get difference between 2 dates in year,month,day by using above code i get the result year is-:4 month is -:0 days is -:0 but actual result is year is-:4 month is -:0 days is -:28 Please provide a solution You can use from",1,Period,Period,0
85,"Helper.getDate(""2014-01-09T17:10:14Z"", ""dd-MM-yyyy"");
public static Date getDate(String date, String format) {
DateFormat df = new SimpleDateFormat(format);
try {
return df.parse(date);
} catch (ParseException e) {
log.error(""getDate"", e);
}
return null;
}
DateTimeFormatter
DateTimeFormatter
String dateString = ""2016-07-13T18:08:50.118Z"";
String tz = ""America/Mexico_City"";
DateTimeFormatter dtf = DateTimeFormatter.ofPattern(""MMM d yyyy hh:mm a"");
ZoneId zoneId = ZoneId.of(tz);
Instant instant = Instant.parse(dateString);
ZonedDateTime dateTimeInTz =ZonedDateTime.ofInstant(instant, zoneId);
System.out.println(dateTimeInTz.format(dtf));
DateTimeFormatter
ISO_INSTANT
LocalDate
ISO_INSTANT
LocalDate parsedDate
= LocalDate.parse(dateString, DateTimeFormatter.ISO_INSTANT);
DateTimeFormatter displayFormatter = DateTimeFormatter.ofPattern(""yyyy MM dd"");
System.out.println(parsedDate.format(displayFormatter));
DateTimeException
ISO_INSTANT
DateTimeFormatter
LocalDate localDate 
= LocalDate.parse(date, DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ss.SSSX""));",Java Can't Parse UTC Date with SimpleDateFormat Why am I getting an error below? It happens only with some dates. Already has lot of answer but just wanted to update with java 8. Generally we face two problems with dates Parsing String to Date Display Date in desired string format class in Java 8 can be used for both of these purpose. Below methods try to provide solution to these issues. Method 1: Convert your UTC string to Instant. Using Instant you can create Date for any time-zone by providing time-zone string and use to format date for display as you wish. Method 2: Use built in constants e.g to parse string to . can parse dates of pattern yyyy-MM-dd'T'HH:mm:ssX e.g '2011-12-03T10:15:30Z' Method 3: If your date string has much precision of time e.g it captures fraction of seconds as well as in this case 2016-07-13T18:08:50.118Z then method 1 will work but method 2 will not work. If you try to parse it will throw Since formatter will not be able to parse fraction of seconds as you can see from its pattern. In this case you will have to create a custom by providing date pattern as below.,1,Instant,Instant,0
86,"public String convertDateString ( String date ) {
Float gameEpoch = Float.parseFloat( date ); 
DateTime now = new DateTime();
DateTime gameTime = new DateTime(gameEpoch.longValue() * 1000 );
Period p = new Period(gameTime, now, PeriodType.dayTime());
String dateString = """";
if(p.getDays() > 0)
dateString = (p.getDays() + "" days "" + p.getHours() + "" hours ago"");
else if(p.getHours() > 0)
dateString = (p.getHours() + "" hours "" + p.getMinutes() + "" minutes ago"");
else if(p.getMinutes() > 0)
dateString = (p.getMinutes() + "" minutes ago"");
else
dateString = ""Just Now"";
return dateString;
}
// Period(int years, int months, int weeks, int days, int hours, int minutes, int seconds, int millis)
Period period = new Period( 0, 0, 0, 2, 3, 4, 0, 0 );
PeriodFormatter formatter = new PeriodFormatterBuilder()
.printZeroAlways()
.appendYears()
.appendSuffix( "" year"", "" years"" )
.appendSeparator( "", "" )
.printZeroRarelyLast()
.appendMonths()
.appendSuffix( "" month"", "" months"" )
.appendSeparator( "", "" )
.appendWeeks()
.appendSuffix( "" week"", "" weeks"" )
.appendSeparator( "", "" )
.appendDays()
.appendSuffix( "" day"", "" days"" )
.appendSeparator( "", "" )
.appendHours()
.appendSuffix( "" hour"", "" hours"" )
.appendSeparator( "", and "" )
.appendMinutes()
.appendSuffix( "" minute"", "" minutes"" )
.toFormatter();
String timeSpanDescription = formatter.print( period );
System.out.println( ""period: "" + period );
System.out.println( ""timeSpanDescription: "" + timeSpanDescription );
period: P2DT3H4M
timeSpanDescription: 0 years, 2 days, 3 hours, and 4 minutes","Need help converting a UTC date string in Java I have a game client an Google App Engine server. My server sends the client a UTC timedate string which is milliseconds since epoch that represents the datestamp of the last play. I want my client to report how many days/hours/min since the last play. I have this working in my iOS client but can't get it to work in Android. I've tried many options, some using Joda-Time some Date objects that are straight Java, the time is always offset by a couple hours. What's odd is the time is off not on the hour.. could be off 2 hours 34 min.. so I don't think my issue is just a timezone thing or it would be on the hour no? Essentially I need to get this UTC time and then get the current time in UTC as well.. compare the difference to get days/hours/min Here's what I have, I'm using the Joda-Time library: For example my server sends me this string ""1392392591.0"" (happens to be utc time for approx 7:45am PST) The answer by Tony the Pony is correct. By the way, in the last half of your example code, you are working too hard. Joda-Time offers a PeriodFormatterBuilder class to help you generate those descriptive strings. This example code needs some finessing, but will get you headed in the right direction. Dump to console\xe2\x80\xa6 When run\xe2\x80\xa6",1,toFormatter,DateTimeFormatterBuilder.toFormatter,0
87,"YYYYMMDD
20130224
20130227
Thursday
Thursday
Thursday
YYYYMMDD
20130227
Monday
Monday
20130224
Calendar cal = Calendar.getInstance();
SimpleDateFormat formatter = new SimpleDateFormat(""EEE"");
String text = formatter.format(cal.getTime());
System.out.println(text);
// but how do I check if it is Tuesday but less than Thursday
if(text.equalsIgnoreCase(""Tue"")) {
// get previous Monday date in YYYYMMDD
} 
// and how do I check if it is thursday or greater than Thursday?
else if(text.equalsIgnoreCase(""Thur"")) {
// get previous Thursday date in YYYYMMDD
}
public static void main(String[] args) {
try {
Calendar cal = Calendar.getInstance();
SimpleDateFormat toDateFormat = new SimpleDateFormat(""yyyyMMdd"");
int dow = cal.get(Calendar.DAY_OF_WEEK);
switch (dow) {
case Calendar.THURSDAY:
case Calendar.FRIDAY:
case Calendar.SATURDAY:
case Calendar.SUNDAY:
while (cal.get(Calendar.DAY_OF_WEEK) != Calendar.THURSDAY) {
cal.add(Calendar.DATE, -1);
}
break;
case Calendar.MONDAY:
case Calendar.TUESDAY:
case Calendar.WEDNESDAY:
while (cal.get(Calendar.DAY_OF_WEEK) != Calendar.MONDAY) {
cal.add(Calendar.DATE, -1);
}
break;
}
System.out.println(date);
System.out.println(cal.getTime());
System.out.println(toDateFormat.format(cal.getTime()));
} catch (ParseException exp) {
exp.printStackTrace();
}
}
Date
String dateText = ""20130224"";
SimpleDateFormat toDateFormat = new SimpleDateFormat(""yyyyMMdd"");
Date date = toDateFormat.parse(dateText);
Calendar
try {
String dateText = ""20130227"";
SimpleDateFormat toDateFormat = new SimpleDateFormat(""yyyyMMdd"");
Date date = toDateFormat.parse(dateText);
Calendar cal = Calendar.getInstance();
cal.setTime(date);
int dow = cal.get(Calendar.DAY_OF_WEEK);
switch (dow) {
case Calendar.THURSDAY:
case Calendar.FRIDAY:
case Calendar.SATURDAY:
case Calendar.SUNDAY:
while (cal.get(Calendar.DAY_OF_WEEK) != Calendar.THURSDAY) {
cal.add(Calendar.DATE, -1);
}
break;
case Calendar.MONDAY:
case Calendar.TUESDAY:
case Calendar.WEDNESDAY:
while (cal.get(Calendar.DAY_OF_WEEK) != Calendar.MONDAY) {
cal.add(Calendar.DATE, -1);
}
break;
}
System.out.println(date);
System.out.println(cal.getTime());
} catch (ParseException exp) {
exp.printStackTrace();
}
Wed Feb 27 00:00:00 EST 2013
Mon Feb 25 00:00:00 EST 2013
20130224
Sun Feb 24 00:00:00 EST 2013
Thu Feb 21 00:00:00 EST 2013
case
SUNDAY
0","How to extract the data basis on it is Monday or Thursday in YYYYMMDD format? I am trying to get the date of Monday or Thurday in this format For Monday it should give me this - (as an example) For Thursday it should give me this - (as an example) Now, if I am running my program after or on , it should print date for in this format which can be (coming thursday in this week). And If I am running my program after or on , then it should print date for Monday in the same format YYYYMMMDD which can be (yesterday Monday date as an example) How would I do this in Java? Below is what I have tried - Update:- In a particular week, if I am running my program on Thursday or after Thursday then it should return me date for Thursday in the same week in YYYYMMDD format, but if I am running my program on Monday or after Monday, then it should return me date for Monday in the same week in YYYYMMDD format. For example, In this week, if I am running my program on Thursday or after Thursday, then it should return date for Thursday. But if I am running my program on Monday or Tuesday or Wednesday in this same week, then it should return me date for Monday. Code:- Below is my code - Start by parsing the text value to a value... This gives you the starting point. Next you need to use a which will allow you move backwards and forwards, automatically rolling the date internally for you (so if you roll over week, month or year boundaries) For example... So, based on this example, it would output... For (which is a Sunday) it will give I should also add, there's probably a much easier way to do this with JodaTime, but this is what I was able to wipe up quickly. Yes, I know the statement is little winded, but is equal to , which is a little annoying ;)",1,year(),DateTime.year(),1
88,"String utcDate = ""2014-03-05 07:09:07.0"";
DD-MMM-YYYY hh:mm a
5-Mar-2014 12:39 PM
2014-03-05 07:09:07.0
T
String input = ""2014-03-05 07:09:07.0"";
String inputModified = input.replace( "" "", ""T"" );
DateTimeZone timeZone = DateTimeZone.forID( ""Europe/Paris"" );
DateTime dateTimeUtc = new DateTime( inputModified, DateTimeZone.UTC );
DateTime dateTimeParis = dateTimeUTC.toZone( timeZone );
String outputFrance = DateTimeFormat.forPattern( ""FF"" ).withLocale(Locale.FRANCE).print( dateTimeParis );
DateTimeFormatter formatter = DateTimeFormat.forPattern( ""d-MMM-yyyy hh:mm a"" ).withLocale( Locale.US );
String outputParisCustom = formatter.print( dateTimeParis );","converting UTC date string to local date string inspecific format I have a UTC date in string I want to convert it to local date string of format eg: from UTC date How this can be achieved using simple java or joda API The java.util.Date and .Calendar classes are notoriously troublesome. Avoid them. Instead use either Joda-Time library or the new java.time package in bundled with Java 8. If you use the ISO 8601 format of strings, you can pass the string directly to a Joda-Time DateTime constructor. Your input string is close, but the space in the middle should be a . Some example code using the Joda-Time 2.3 library.",1,withLocale,DateTimeFormat.withLocale,0
89,"String utcDate = ""2014-03-05 07:09:07.0"";
DD-MMM-YYYY hh:mm a
5-Mar-2014 12:39 PM
2014-03-05 07:09:07.0
T
String input = ""2014-03-05 07:09:07.0"";
String inputModified = input.replace( "" "", ""T"" );
DateTimeZone timeZone = DateTimeZone.forID( ""Europe/Paris"" );
DateTime dateTimeUtc = new DateTime( inputModified, DateTimeZone.UTC );
DateTime dateTimeParis = dateTimeUTC.toZone( timeZone );
String outputFrance = DateTimeFormat.forPattern( ""FF"" ).withLocale(Locale.FRANCE).print( dateTimeParis );
DateTimeFormatter formatter = DateTimeFormat.forPattern( ""d-MMM-yyyy hh:mm a"" ).withLocale( Locale.US );
String outputParisCustom = formatter.print( dateTimeParis );","converting UTC date string to local date string inspecific format I have a UTC date in string I want to convert it to local date string of format eg: from UTC date How this can be achieved using simple java or joda API The java.util.Date and .Calendar classes are notoriously troublesome. Avoid them. Instead use either Joda-Time library or the new java.time package in bundled with Java 8. If you use the ISO 8601 format of strings, you can pass the string directly to a Joda-Time DateTime constructor. Your input string is close, but the space in the middle should be a . Some example code using the Joda-Time 2.3 library.",1,DateTimeFormat,DateTimeFormat,0
90,"DateTime dateOnServer = // load date from db
DateTime dateUTC = dateOnServer.withZone(DateTimeZone.UTC); // convert to UTC 
String dateAsStringUTC = dateUTC.toString(""yyyy-MM-ddTHH:mm:ss"");
// send 'dateAsStringUTC' to client
String dateAsStringUTC = // receive date from server
DateTimeFormatter dtf = DateTimeFormat.forPattern(""yyyy-MM-ddTHH:mm:ss""); // parser for date 
DateTime dateOnClient= dtf.parseDateTime(dateAsStringUTC); 
// 'dateOnClient' will be in client time zone 'DateTimeZone.getDefault()'","How to get time with respect to another timezone in android I want to create an alarm application for FIFA 2014 world cup matches in which i have a server which stores the date and time for the matches in Brazil/Acre and my client is an android application and an android device may have any of the possible timezone so the my problem is i want to convert the Brazil/Acre timing to the local android device timing with different timezone and after lot of googled i came to know about joda data and time lib but it is too slow in android so please suggest any code that will work for me. If dates are stored in server time zone (Brazil/Acre), you should load date time from DB, convert it to UTC time zone and send to client. On client side change UTC to local time zone: Server side: Client side:",1,DateTime,DateTime,0
91,"long secondsBetween = (Seconds.secondsBetween(new LocalDate(""1901-01-01""), new LocalDate()).getSeconds());
08-08 18:21:27.345: E/AndroidRuntime(6972): java.lang.RuntimeException: Unable to start activity ComponentInfo{com.testbdr/com.testbdr.MainActivity}: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2189)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2216)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.access$600(ActivityThread.java:149)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1305)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Handler.dispatchMessage(Handler.java:99)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Looper.loop(Looper.java:153)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.main(ActivityThread.java:5000)
08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invokeNative(Native Method)
08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invoke(Method.java:511)
08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:821)
08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:584)
08-08 18:21:27.345: E/AndroidRuntime(6972): at dalvik.system.NativeStart.main(Native Method)
08-08 18:21:27.345: E/AndroidRuntime(6972): Caused by: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.FieldUtils.safeToInt(FieldUtils.java:206)
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.BaseDurationField.getDifference(BaseDurationField.java:141)
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.chrono.BaseChronology.get(BaseChronology.java:260)
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.base.BaseSingleFieldPeriod.between(BaseSingleFieldPeriod.java:105)
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.Seconds.secondsBetween(Seconds.java:124)
08-08 18:21:27.345: E/AndroidRuntime(6972): at com.testbdr.MainActivity.onCreate(MainActivity.java:27)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Activity.performCreate(Activity.java:5020)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1080)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2153)
08-08 18:21:27.345: E/AndroidRuntime(6972): ... 11 more
int
int
long
int
PnYnMnDTnHnMnS
int
PT3584908800S
long
withTimeAtStartOfDay
00:00:00
LocalDate
DateTime history = new DateTime( ""1901-01-01"", DateTimeZone.UTC ).withTimeAtStartOfDay(); // Technically, the call to withTimeAtStartOfDay is not necessary here as Joda-Time defaults to that for parsing a date-only string. But the call is a good habit and makes clear out intention.
DateTime today = new DateTime( DateTimeZone.UTC ).withTimeAtStartOfDay();
Duration duration = new Duration( history, today );
long millis = duration.getMillis(); // Use a long, not an int.
long seconds = ( millis / 1000L ); // Use a long, not an int. Maybe use BigDecimal or BigInteger if you want rounding.
System.out.println( ""history: "" + history );
System.out.println( ""today: "" + today );
System.out.println( ""duration: "" + duration );
System.out.println( ""millis: "" + millis );
System.out.println( ""seconds: "" + seconds );
history: 1901-01-01T00:00:00.000Z
today: 2014-08-08T00:00:00.000Z
duration: PT3584908800S
millis: 3584908800000
seconds: 3584908800
long
Duration.standardSeconds","Joda Time - Calculation of seconds between two dates throws an exception. I am using following code to calculate difference in seconds between two dates: However I am getting the following exception: As the other answers correctly state, the problem is that you and Joda-Time are using an to handle seconds. A 32-bit int can hold only about 68 years worth of seconds. If you insist on using seconds to track centuries of time, you must use a 64-bit rather than an 32-bit . By the way, the use in Unix of a 32-bit int to track time by seconds presents a real-world problem knows an the Year 2038 problem. Seconds Not Used For Long Spans Of Time As other suggest, using seconds to track such long spans of time is unusual. You may want to rethink that premise, if possible. One alternative: the ISO 8601 standard offers a Durations format of for number of years, months, days, and so on. Joda-Time knows hows to parse and generate such strings (Period and Duration classes). While Joda-Time can only handle numbers for seconds, it can handle larger number of seconds when presented as strings in this ISO 8601 format, as seen in code example below (). Milliseconds Joda-Time internally tracks a count-from-epoch using milliseconds. Joda-Time offers methods to access those milliseconds as values. I normally advise againt working in milliseconds for date-time work. But in your case it makes sense, converting to seconds as needed. Start of Day To calculate milliseconds, we'll need to use DateTime rather than LocalDate. Make a habit of calling the method to get the first moment of the day. This time is usually but not always because of Daylight Saving Time or other anomalies. Time Zone Time zone is crucial even for . The date (and first moment of day) is determined by the time zone. A new day dawns earlier in Paris than it does in Montr\\\\xc3\\\\xa9al. If you omit the time zone, the JVM's current default time zone will be used. Generally better to be explicit and specify the desired time zone. I suspect for your purposes, using UTC make sense. Duration Joda-Time offers the Duration class to represent a span of time untied to the timeline (the history of the Universe). Example Code Example code using Joda-Time 2.4. Dump to console. When run. When going the other direction, either: Pass a number of seconds to the static method . Pass an ISO 8601 string to the constructor of Duration.",1,DateTime,DateTime,1
92,"long secondsBetween = (Seconds.secondsBetween(new LocalDate(""1901-01-01""), new LocalDate()).getSeconds());
08-08 18:21:27.345: E/AndroidRuntime(6972): java.lang.RuntimeException: Unable to start activity ComponentInfo{com.testbdr/com.testbdr.MainActivity}: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2189)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2216)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.access$600(ActivityThread.java:149)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1305)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Handler.dispatchMessage(Handler.java:99)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Looper.loop(Looper.java:153)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.main(ActivityThread.java:5000)
08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invokeNative(Native Method)
08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invoke(Method.java:511)
08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:821)
08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:584)
08-08 18:21:27.345: E/AndroidRuntime(6972): at dalvik.system.NativeStart.main(Native Method)
08-08 18:21:27.345: E/AndroidRuntime(6972): Caused by: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.FieldUtils.safeToInt(FieldUtils.java:206)
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.BaseDurationField.getDifference(BaseDurationField.java:141)
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.chrono.BaseChronology.get(BaseChronology.java:260)
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.base.BaseSingleFieldPeriod.between(BaseSingleFieldPeriod.java:105)
08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.Seconds.secondsBetween(Seconds.java:124)
08-08 18:21:27.345: E/AndroidRuntime(6972): at com.testbdr.MainActivity.onCreate(MainActivity.java:27)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Activity.performCreate(Activity.java:5020)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1080)
08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2153)
08-08 18:21:27.345: E/AndroidRuntime(6972): ... 11 more
int
int
long
int
PnYnMnDTnHnMnS
int
PT3584908800S
long
withTimeAtStartOfDay
00:00:00
LocalDate
DateTime history = new DateTime( ""1901-01-01"", DateTimeZone.UTC ).withTimeAtStartOfDay(); // Technically, the call to withTimeAtStartOfDay is not necessary here as Joda-Time defaults to that for parsing a date-only string. But the call is a good habit and makes clear out intention.
DateTime today = new DateTime( DateTimeZone.UTC ).withTimeAtStartOfDay();
Duration duration = new Duration( history, today );
long millis = duration.getMillis(); // Use a long, not an int.
long seconds = ( millis / 1000L ); // Use a long, not an int. Maybe use BigDecimal or BigInteger if you want rounding.
System.out.println( ""history: "" + history );
System.out.println( ""today: "" + today );
System.out.println( ""duration: "" + duration );
System.out.println( ""millis: "" + millis );
System.out.println( ""seconds: "" + seconds );
history: 1901-01-01T00:00:00.000Z
today: 2014-08-08T00:00:00.000Z
duration: PT3584908800S
millis: 3584908800000
seconds: 3584908800
long
Duration.standardSeconds","Joda Time - Calculation of seconds between two dates throws an exception. I am using following code to calculate difference in seconds between two dates: However I am getting the following exception: As the other answers correctly state, the problem is that you and Joda-Time are using an to handle seconds. A 32-bit int can hold only about 68 years worth of seconds. If you insist on using seconds to track centuries of time, you must use a 64-bit rather than an 32-bit . By the way, the use in Unix of a 32-bit int to track time by seconds presents a real-world problem knows an the Year 2038 problem. Seconds Not Used For Long Spans Of Time As other suggest, using seconds to track such long spans of time is unusual. You may want to rethink that premise, if possible. One alternative: the ISO 8601 standard offers a Durations format of for number of years, months, days, and so on. Joda-Time knows hows to parse and generate such strings (Period and Duration classes). While Joda-Time can only handle numbers for seconds, it can handle larger number of seconds when presented as strings in this ISO 8601 format, as seen in code example below (). Milliseconds Joda-Time internally tracks a count-from-epoch using milliseconds. Joda-Time offers methods to access those milliseconds as values. I normally advise againt working in milliseconds for date-time work. But in your case it makes sense, converting to seconds as needed. Start of Day To calculate milliseconds, we'll need to use DateTime rather than LocalDate. Make a habit of calling the method to get the first moment of the day. This time is usually but not always because of Daylight Saving Time or other anomalies. Time Zone Time zone is crucial even for . The date (and first moment of day) is determined by the time zone. A new day dawns earlier in Paris than it does in Montr\\\\xc3\\\\xa9al. If you omit the time zone, the JVM's current default time zone will be used. Generally better to be explicit and specify the desired time zone. I suspect for your purposes, using UTC make sense. Duration Joda-Time offers the Duration class to represent a span of time untied to the timeline (the history of the Universe). Example Code Example code using Joda-Time 2.4. Dump to console. When run. When going the other direction, either: Pass a number of seconds to the static method . Pass an ISO 8601 string to the constructor of Duration.",1,Duration,Duration,1
